"ch_name"|"ch_type"|"ch_data"|"num_lat"|"num_long"
"Kant G"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-9.2138|19.5623
"Kant H"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-9.1627|20.8227
"Kant N"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-9.9149|19.7148
"Kant O"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-12.0318|17.162
"Kant P"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-10.8186|17.3758
"Kant Q"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-13.0458|18.7229
"Kant S"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-11.5589|19.732
"Kant T"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-11.3047|20.1021
"Kant Z"|"Satellite Feature"|"Immanuel; German philosopher (1724-1804)"|-10.3782|17.3245
"Kao"|"Crater"|"Ping-Tse; Taiwanese astronomer (1888-1970)"|-6.7122|87.8103
"Kapteyn"|"Crater"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-10.7896|70.5944
"Kapteyn A"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-14.1505|71.2788
"Kapteyn B"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-15.5827|70.9969
"Kapteyn C"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-13.3303|70.2489
"Kapteyn D"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-14.6059|70.5661
"Kapteyn E"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-8.8309|69.262
"Kapteyn F"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-14.4417|70.3232
"Kapteyn K"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-13.0788|71.948
"Kapteyn Z"|"Satellite Feature"|"Jacobus Cornelis; Dutch astronomer (1851-1922)"|-11.2059|72.5642
"Karima"|"Crater"|"Arabic female name"|-25.9326|102.982
"Karpinskiy"|"Crater"|"Alexander Petrovich; Soviet geologist (1846-1936)"|72.6094|166.801
"Karpinskiy J"|"Satellite Feature"|"Alexander Petrovich; Soviet geologist (1846-1936)"|71.0077|175.774
"Karrer"|"Crater"|"Paul; Russian/Swiss biochemist; Nobel laureate (1889-1971)"|-52.0645|-142.28
"Kasper"|"Crater"|"Polish male name"|8.299|122.124
"Kastner"|"Crater"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-6.9019|78.9367
"Kastner A"|"Satellite Feature"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-4.4977|77.2715
"Kastner B"|"Satellite Feature"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-6.2503|80.7108
"Kastner C"|"Satellite Feature"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-7.9428|76.8945
"Kastner E"|"Satellite Feature"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-8.0593|77.6159
"Kastner G"|"Satellite Feature"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-3.6774|79.3471
"Kastner R"|"Satellite Feature"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-6.895|82.1689
"Kastner S"|"Satellite Feature"|"Abraham Gotthelf; German mathematician, physicist (1719-1800)"|-7.9908|83.099
"Katchalsky"|"Crater"|"Katzir-Katchalsky, Aharon; Polish-Israeli chemist (1914-1972)"|5.906|116.075
"Kathleen"|"Crater"|"Irish female name"|25.3427|-0.834
"Kearons"|"Crater"|"William Maybrick; American astronomer (1878-1948)"|-11.5877|-112.918
"Kearons U"|"Satellite Feature"|"William Maybrick; American astronomer (1878-1948)"|-10.6159|-116.223
"Keeler"|"Crater"|"James Edward; American astronomer (1857-1900)"|-9.7798|161.776
"Keeler L"|"Satellite Feature"|"James Edward; American astronomer (1857-1900)"|-13.0628|163.205
"Keeler S"|"Satellite Feature"|"James Edward; American astronomer (1857-1900)"|-11.212|157.981
"Keeler U"|"Satellite Feature"|"James Edward; American astronomer (1857-1900)"|-8.9769|156.915
"Keeler V"|"Satellite Feature"|"James Edward; American astronomer (1857-1900)"|-8.771|158.21
"Kekule"|"Crater"|"Friedrich August; German chemist (1829-1896)"|16.3094|-138.466
"Kekule K"|"Satellite Feature"|"Friedrich August; German chemist (1829-1896)"|13.6601|-136.503
"Kekule M"|"Satellite Feature"|"Friedrich August; German chemist (1829-1896)"|12.0529|-138.03
"Kekule S"|"Satellite Feature"|"Friedrich August; German chemist (1829-1896)"|15.2808|-142.88
"Kekule V"|"Satellite Feature"|"Friedrich August; German chemist (1829-1896)"|18.3276|-141.733
"Keldysh"|"Crater"|"Mstislav Vsevolodovich; Soviet mathematician (1911-1978)"|51.2253|43.6466
"Kelvin A"|"Satellite Feature"|"Named for Promontorium Kelvin"|-27.4868|-31.5739
"Kelvin B"|"Satellite Feature"|"Named for Promontorium Kelvin"|-27.6661|-32.1805
"Kelvin C"|"Satellite Feature"|"Named for Promontorium Kelvin"|-27.5801|-32.7538
"Kelvin D"|"Satellite Feature"|"Named for Promontorium Kelvin"|-27.9171|-33.2181
"Kelvin E"|"Satellite Feature"|"Named for Promontorium Kelvin"|-26.7181|-31.891
"Kelvin F"|"Satellite Feature"|"Named for Promontorium Kelvin"|-26.8361|-35.6981
"Kelvin G"|"Satellite Feature"|"Named for Promontorium Kelvin"|-26.2342|-33.9534
"Kepinski"|"Crater"|"Felicjan; Polish astronomer (1885-1966)"|28.6282|126.718
"Kepinski C"|"Satellite Feature"|"Felicjan; Polish astronomer (1885-1966)"|30.0185|128.02
"Kepinski N"|"Satellite Feature"|"Felicjan; Polish astronomer (1885-1966)"|26.6376|126.211
"Kepinski W"|"Satellite Feature"|"Felicjan; Polish astronomer (1885-1966)"|29.8872|124.861
"Kepler"|"Crater"|"Johannes; German astronomer (1571-1630)"|8.121|-38.0087
"Kepler A"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|7.1376|-36.122
"Kepler B"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|7.7446|-35.3348
"Kepler C"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|10.0084|-41.8636
"Kepler D"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|7.4241|-41.8884
"Kepler E"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|7.378|-44.0163
"Kepler F"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|8.3094|-39.0859
"Kepler P"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|12.2138|-33.9917
"Kepler T"|"Satellite Feature"|"Johannes; German astronomer (1571-1630)"|9.0034|-34.6105
"Khvol son"|"Crater"|"Orest Danilovich; Soviet physicist (1852-1934)"|-14.1259|111.871
"Khvol son C"|"Satellite Feature"|"Orest Danilovich; Soviet physicist (1852-1934)"|-13.8154|112.213
"Kibal chich"|"Crater"|"Nikolaj Ivanovich; Russian rocketry scientist (1853-1881)"|2.7213|-147.179
"Kibal chich H"|"Satellite Feature"|"Nikolaj Ivanovich; Russian rocketry scientist (1853-1881)"|1.7198|-145.002
"Kibal chich Q"|"Satellite Feature"|"Nikolaj Ivanovich; Russian rocketry scientist (1853-1881)"|-0.8692|-149.527
"Kibal chich R"|"Satellite Feature"|"Nikolaj Ivanovich; Russian rocketry scientist (1853-1881)"|0.3427|-150.619
"Kidinnu"|"Crater"|"Or Cidenas; Babylonian astronomer (unkn-c 343 BC)"|35.7926|122.945
"Kidinnu E"|"Satellite Feature"|"Or Cidenas; Babylonian astronomer (unkn-c 343 BC)"|36.0307|124.461
"Kies"|"Crater"|"Johann; German mathematician, astronomer (1713-1781)"|-26.3072|-22.6253
"Kies A"|"Satellite Feature"|"Johann; German mathematician, astronomer (1713-1781)"|-28.3602|-22.7644
"Kies B"|"Satellite Feature"|"Johann; German mathematician, astronomer (1713-1781)"|-28.7748|-21.9278
"Kies C"|"Satellite Feature"|"Johann; German mathematician, astronomer (1713-1781)"|-26.0733|-26.172
"Kies D"|"Satellite Feature"|"Johann; German mathematician, astronomer (1713-1781)"|-24.931|-18.5471
"Kies E"|"Satellite Feature"|"Johann; German mathematician, astronomer (1713-1781)"|-28.7579|-22.8346
"Kiess"|"Crater"|"Carl Clarence; American astrophysicist (1887-1967)"|-6.4092|84.1108
"Kimura"|"Crater"|"Hisashi; Japanese astronomer (1870-1943)"|-56.8157|118.382
"Kinau"|"Crater"|"Adolph Gottfried; German selenographer (1814-1887)"|-60.7473|14.9354
"Kinau A"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-62.2986|20.0981
"Kinau B"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-61.6622|19.1849
"Kinau C"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-60.6792|20.5121
"Kinau D"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-60.7073|18.5456
"Kinau E"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-60.2169|20.1306
"Kinau F"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-62.2586|13.4126
"Kinau G"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-61.6109|12.704
"Kinau H"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-59.8177|19.7253
"Kinau J"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-59.5914|16.08
"Kinau K"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-58.6024|18.1125
"Kinau L"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-59.308|18.7252
"Kinau M"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-60.6192|14.3255
"Kinau N"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-61.4083|15.3997
"Kinau P"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-61.4244|17.3602
"Kinau Q"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-62.5422|21.0239
"Kinau R"|"Satellite Feature"|"Adolph Gottfried; German selenographer (1814-1887)"|-60.2257|11.5463
"King"|"Crater"|"Arthur Scott; American physicist (1876-1957); Edward Skinner; American astronomer (1861-1931)"|4.9617|120.494
"King J"|"Satellite Feature"|"Arthur Scott; American physicist (1876-1957); Edward Skinner; American astronomer (1861-1931)"|3.264|121.77
"King Y"|"Satellite Feature"|"Arthur Scott; American physicist (1876-1957); Edward Skinner; American astronomer (1861-1931)"|6.5005|119.751
"Kira"|"Crater"|"Russian female name"|-17.7073|132.832
"Kirch"|"Crater"|"Gottfried; German astronomer (1639-1710)"|39.2652|-5.6222
"Kirch E"|"Satellite Feature"|"Gottfried; German astronomer (1639-1710)"|36.5163|-6.9348
"Kirch F"|"Satellite Feature"|"Gottfried; German astronomer (1639-1710)"|38.0051|-6.048
"Kirch G"|"Satellite Feature"|"Gottfried; German astronomer (1639-1710)"|37.3974|-8.09
"Kirch H"|"Satellite Feature"|"Gottfried; German astronomer (1639-1710)"|39.0531|-6.9362
"Kirch K"|"Satellite Feature"|"Gottfried; German astronomer (1639-1710)"|39.2287|-4.003
"Kirch M"|"Satellite Feature"|"Gottfried; German astronomer (1639-1710)"|39.6072|-9.9606
"Kircher"|"Crater"|"Athanasius; German humanitarian (1601-1680)"|-67.0075|-45.4818
"Kircher A"|"Satellite Feature"|"Athanasius; German humanitarian (1601-1680)"|-65.9547|-42.39
"Kircher B"|"Satellite Feature"|"Athanasius; German humanitarian (1601-1680)"|-65.0828|-43.2568
"Kircher C"|"Satellite Feature"|"Athanasius; German humanitarian (1601-1680)"|-66.8684|-37.6732
"Kircher D"|"Satellite Feature"|"Athanasius; German humanitarian (1601-1680)"|-67.4458|-49.9937
"Kircher E"|"Satellite Feature"|"Athanasius; German humanitarian (1601-1680)"|-69.0554|-50.3583
"Kircher F"|"Satellite Feature"|"Athanasius; German humanitarian (1601-1680)"|-66.1149|-39.3204
"Kirchhoff"|"Crater"|"Gustav Robert; German physicist (1824-1887)"|30.3018|38.8444
"Kirchhoff C"|"Satellite Feature"|"Gustav Robert; German physicist (1824-1887)"|30.3084|39.7868
"Kirchhoff E"|"Satellite Feature"|"Gustav Robert; German physicist (1824-1887)"|30.6077|40.3359
"Kirchhoff F"|"Satellite Feature"|"Gustav Robert; German physicist (1824-1887)"|31.474|40.8
"Kirchhoff G"|"Satellite Feature"|"Gustav Robert; German physicist (1824-1887)"|29.7907|40.2896
"Kirkwood"|"Crater"|"Daniel; American astronomer (1814-1895)"|68.3398|-156.663
"Kirkwood T"|"Satellite Feature"|"Daniel; American astronomer (1814-1895)"|68.985|-165.263
"Kirkwood Y"|"Satellite Feature"|"Daniel; American astronomer (1814-1895)"|71.6901|-157.69
"Kiva"|"Landing site name"|"Astronaut-named feature, Apollo 16 site"|-8.8406|15.4504
"Klaproth"|"Crater"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-69.8529|-26.2614
"Klaproth A"|"Satellite Feature"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-68.1961|-21.9007
"Klaproth B"|"Satellite Feature"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-71.8927|-24.1787
"Klaproth C"|"Satellite Feature"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-69.2201|-19.7093
"Klaproth D"|"Satellite Feature"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-70.3488|-20.7277
"Klaproth G"|"Satellite Feature"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-68.694|-31.5085
"Klaproth H"|"Satellite Feature"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-69.2336|-33.161
"Klaproth L"|"Satellite Feature"|"Martin Heinrich; German chemist, mineralogist (1743-1817)"|-70.1168|-36.9211
"Klein"|"Crater"|"Hermann Joseph; German astronomer (1844-1914)"|-11.9864|2.5264
"Klein A"|"Satellite Feature"|"Hermann Joseph; German astronomer (1844-1914)"|-11.3787|2.9784
"Klein B"|"Satellite Feature"|"Hermann Joseph; German astronomer (1844-1914)"|-12.519|1.7777
"Klein C"|"Satellite Feature"|"Hermann Joseph; German astronomer (1844-1914)"|-12.5767|2.5405
"Kleymenov"|"Crater"|"Ivan Terent'evich; Soviet rocketry scientist (1898-1938)"|-32.4775|-140.356
"Klute"|"Crater"|"Daniel O'Donnell; American rocketry scientist (1921-1964)"|36.9253|-141.763
"Klute M"|"Satellite Feature"|"Daniel O'Donnell; American rocketry scientist (1921-1964)"|34.9288|-141.319
"Klute W"|"Satellite Feature"|"Daniel O'Donnell; American rocketry scientist (1921-1964)"|37.983|-143.309
"Klute X"|"Satellite Feature"|"Daniel O'Donnell; American rocketry scientist (1921-1964)"|39.2461|-143.428
"Knox Shaw"|"Crater"|"Harold; British astronomer (1885-1970)"|5.3567|80.1936
"Koch"|"Crater"|"Robert; German doctor; Nobel laureate (1843-1910)"|-42.1311|150.331
"Koch R"|"Satellite Feature"|"Robert; German doctor; Nobel laureate (1843-1910)"|-44.1639|146.457
"Koch U"|"Satellite Feature"|"Robert; German doctor; Nobel laureate (1843-1910)"|-41.6958|147.703
"Kocher"|"Crater"|"Emil Theodor; Swiss surgeon, Nobel Prize winner 1909 (1841-1917)"|-84.4671|-134.024
"Kohlschutter"|"Crater"|"Arnold; German astronomer (1883-1969)"|14.2426|153.946
"Kohlschutter N"|"Satellite Feature"|"Arnold; German astronomer (1883-1969)"|11.3928|153.514
"Kohlschutter Q"|"Satellite Feature"|"Arnold; German astronomer (1883-1969)"|12.9146|152.745
"Kohlschutter V"|"Satellite Feature"|"Arnold; German astronomer (1883-1969)"|15.41|151.61
"Kohlschutter W"|"Satellite Feature"|"Arnold; German astronomer (1883-1969)"|16.1544|151.023
"Kolhorster"|"Crater"|"Werner; German physicist (1887-1946)"|10.7875|-115.012
"Kolya"|"Crater"|"Russian male name, diminutive from Greek-derived Nicholas (Lunokhod-1 landing site feature)"|38.313|-34.9989
"Komarov"|"Crater"|"Vladimir Mikhaylovich; Soviet cosmonaut (1927-1967)"|24.5868|152.248
"Kondratyuk"|"Crater"|"Yury Vasilyevich; Soviet rocketry scientist (1897-1942)"|-15.3349|115.803
"Kondratyuk A"|"Satellite Feature"|"Yury Vasilyevich; Soviet rocketry scientist (1897-1942)"|-14.5418|115.99
"Kondratyuk Q"|"Satellite Feature"|"Yury Vasilyevich; Soviet rocketry scientist (1897-1942)"|-15.9879|115.154
"Konig"|"Crater"|"Rudolf; Austrian mathematician, astronomer (1865-1927)"|-24.2276|-24.6792
"Konig A"|"Satellite Feature"|"Rudolf; Austrian mathematician, astronomer (1865-1927)"|-24.7788|-24.0901
"Konoplev"|"Crater"|"BT; Soviet radio engineer (1912-1960)"|-28.1616|-124.37
"Konstantinov"|"Crater"|"Konstantin Ivanovich; Russian rocketry scientist (1817-1871)"|19.5572|158.342
"Kopff"|"Crater"|"August; German astronomer (1882-1960)"|-17.3903|-89.68
"Kopff B"|"Satellite Feature"|"August; German astronomer (1882-1960)"|-16.8917|-86.348
"Kopff C"|"Satellite Feature"|"August; German astronomer (1882-1960)"|-18.3299|-86.2197
"Kopff D"|"Satellite Feature"|"August; German astronomer (1882-1960)"|-19.8761|-89.8992
"Kopff E"|"Satellite Feature"|"August; German astronomer (1882-1960)"|-15.9665|-89.9051
"Korolev"|"Crater"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-4.1913|-157.408
"Korolev B"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-3.6551|-156.286
"Korolev C"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-0.7282|-153.217
"Korolev D"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-0.479|-151.746
"Korolev E"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-3.4255|-153.378
"Korolev F"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-4.2491|-152.741
"Korolev G"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-5.6731|-153.459
"Korolev L"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-5.7429|-156.81
"Korolev M"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-8.4975|-157.37
"Korolev P"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-7.9284|-159.945
"Korolev T"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-4.1412|-157.842
"Korolev V"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-1.209|-162.059
"Korolev W"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-0.1837|-160.528
"Korolev X"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|0.5572|-159.436
"Korolev Y"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|-0.5173|-158.451
"Korolev Z"|"Satellite Feature"|"Sergey Pavlovich; Soviet rocketry scientist (1906-1966)"|1.15|-159.48
"Kosberg"|"Crater"|"C A; Soviet aeronaut (1903-1965)"|-20.1868|149.612
"Kostinskiy"|"Crater"|"Sergey Konstantinovich; Soviet astronomer (1867-1936)"|14.4332|118.853
"Kostinskiy B"|"Satellite Feature"|"Sergey Konstantinovich; Soviet astronomer (1867-1936)"|16.5391|119.926
"Kostinskiy D"|"Satellite Feature"|"Sergey Konstantinovich; Soviet astronomer (1867-1936)"|16.081|123.078
"Kostinskiy E"|"Satellite Feature"|"Sergey Konstantinovich; Soviet astronomer (1867-1936)"|15.17|122.593
"Kostinskiy W"|"Satellite Feature"|"Sergey Konstantinovich; Soviet astronomer (1867-1936)"|17.0594|115.694
"Kostya"|"Crater"|"Latin-derived male name Konstantin in Russian diminutive form (Lunokhod-1 landing site feature)"|38.2642|-35.0203
"Koval skiy"|"Crater"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-21.8916|101.034
"Koval skiy B"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-20.9052|101.768
"Koval skiy D"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-21.0704|103.296
"Koval skiy H"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-22.524|102.869
"Koval skiy M"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-23.883|101.083
"Koval skiy P"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-22.4307|100.57
"Koval skiy Q"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-23.4441|99.0923
"Koval skiy U"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-21.1748|98.477
"Koval skiy Y"|"Satellite Feature"|"Marian Albertovich; Russian astronomer (1821-1884) (Spelling changed from Koval'skij)"|-20.713|100.046
"Kovalevskaya"|"Crater"|"Sofya Vasilyevna; Russian mathematician (1850-1891)"|30.8613|-129.435
"Kovalevskaya D"|"Satellite Feature"|"Sofya Vasilyevna; Russian mathematician (1850-1891)"|32.3754|-124.727
"Kovalevskaya Q"|"Satellite Feature"|"Sofya Vasilyevna; Russian mathematician (1850-1891)"|29.1804|-131.437
"Kozyrev"|"Crater"|"Nikolai Alexandrovich; Soviet astronomer (1908-1983)"|-46.6419|129.594
"Krafft"|"Crater"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|16.5576|-72.7216
"Krafft C"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|16.3672|-72.4948
"Krafft D"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|15.1062|-73.38
"Krafft E"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|15.9148|-71.7968
"Krafft H"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|16.9153|-77.9144
"Krafft K"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|16.5015|-74.6814
"Krafft L"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|16.0177|-76.509
"Krafft M"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|17.7883|-75.6095
"Krafft U"|"Satellite Feature"|"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)"|17.2315|-64.7642
"Kramarov"|"Crater"|"Grigory Moiseevich; Soviet space scientist (1887-1970)"|-2.2946|-98.8918
"Kramers"|"Crater"|"Hendrik Anthony; Dutch physicist (1894-1952)"|53.2804|-127.979
"Kramers C"|"Satellite Feature"|"Hendrik Anthony; Dutch physicist (1894-1952)"|54.6596|-126.113
"Kramers M"|"Satellite Feature"|"Hendrik Anthony; Dutch physicist (1894-1952)"|50.1992|-127.347
"Kramers S"|"Satellite Feature"|"Hendrik Anthony; Dutch physicist (1894-1952)"|52.5513|-132.617
"Kramers U"|"Satellite Feature"|"Hendrik Anthony; Dutch physicist (1894-1952)"|53.9017|-133.032
"Krasnov"|"Crater"|"Aleksander V; Russian astronomer (1866-1907)"|-29.9335|-79.822
"Krasnov A"|"Satellite Feature"|"Aleksander V; Russian astronomer (1866-1907)"|-30.0022|-80.5246
"Krasnov B"|"Satellite Feature"|"Aleksander V; Russian astronomer (1866-1907)"|-29.4835|-80.3558
"Krasnov C"|"Satellite Feature"|"Aleksander V; Russian astronomer (1866-1907)"|-26.2949|-81.4659
"Krasnov D"|"Satellite Feature"|"Aleksander V; Russian astronomer (1866-1907)"|-33.9626|-80.2443
"Krasovskiy"|"Crater"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|3.7902|-175.634
"Krasovskiy C"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|6.1313|-173.624
"Krasovskiy F"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|3.7485|-172.681
"Krasovskiy H"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|2.6189|-171.591
"Krasovskiy J"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|3.1322|-174.334
"Krasovskiy L"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|-0.5233|-175.03
"Krasovskiy N"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|0.9942|-176.181
"Krasovskiy P"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|0.8781|-177.343
"Krasovskiy T"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|3.6352|-177.092
"Krasovskiy Z"|"Satellite Feature"|"Theodosy Nicolaevich; Soviet geodesist (1878-1948)"|5.839|-175.728
"Kreiken"|"Crater"|"Egbert Adriaan; Dutch astronomer (1896-1964)"|-9.0481|84.5522
"Krieger"|"Crater"|"Johann Nepomuk; German selenographer (1865-1902)"|29.0236|-45.6091
"Krieger C"|"Satellite Feature"|"Johann Nepomuk; German selenographer (1865-1902)"|27.7317|-44.7018
"Krogh"|"Crater"|"Schack August Steenberg; Danish zoologist, physiologist; Nobel laureate (1874-1949)"|9.4127|65.6891
"Krusenstern"|"Crater"|"Adam Johann, Baron Von; Russian explorer (1770-1846)"|-26.3|5.7578
"Krusenstern A"|"Satellite Feature"|"Adam Johann, Baron Von; Russian explorer (1770-1846)"|-26.9786|5.8014
"Krylov"|"Crater"|"Aleksei Nikolaevich; Soviet mathematician, mechanical engineer (1863-1945)"|35.2638|-166.113
"Krylov A"|"Satellite Feature"|"Aleksei Nikolaevich; Soviet mathematician, mechanical engineer (1863-1945)"|38.544|-165.21
"Krylov B"|"Satellite Feature"|"Aleksei Nikolaevich; Soviet mathematician, mechanical engineer (1863-1945)"|36.9333|-163.963
"Kugler"|"Crater"|"Franz Xaver; German-Babylonian chronologist (1862-1929)"|-53.4409|104.099
"Kugler N"|"Satellite Feature"|"Franz Xaver; German-Babylonian chronologist (1862-1929)"|-55.7774|103.056
"Kugler R"|"Satellite Feature"|"Franz Xaver; German-Babylonian chronologist (1862-1929)"|-55.1594|98.9248
"Kugler U"|"Satellite Feature"|"Franz Xaver; German-Babylonian chronologist (1862-1929)"|-53.5911|101.739
"Kuhn"|"Crater"|"Richard; Austrian chemist, Nobel Prize winner 1938; (1900-1967)"|-84.482|-152.478
"Kuiper"|"Crater"|"Gerard Peter; Dutch-American astronomer (1905-1973)"|-9.775|-22.6833
"Kulik"|"Crater"|"Leonid Alekseevich; Soviet mineralogist (1883-1942)"|41.977|-154.629
"Kulik J"|"Satellite Feature"|"Leonid Alekseevich; Soviet mineralogist (1883-1942)"|40.3701|-151.738
"Kulik K"|"Satellite Feature"|"Leonid Alekseevich; Soviet mineralogist (1883-1942)"|38.8317|-151.762
"Kulik L"|"Satellite Feature"|"Leonid Alekseevich; Soviet mineralogist (1883-1942)"|40.5037|-153.659
