"ch_name"|"ch_type"|"ch_data"|"num_lat"|"num_long"
"Catharina J"|"Satellite Feature"|"St Catherine of Alexandria; Greek theologian, philosopher (unkn-c 307)"|-19.4532|22.1752
"Catharina K"|"Satellite Feature"|"St Catherine of Alexandria; Greek theologian, philosopher (unkn-c 307)"|-20.0573|23.8885
"Catharina L"|"Satellite Feature"|"St Catherine of Alexandria; Greek theologian, philosopher (unkn-c 307)"|-20.9629|24.2147
"Catharina M"|"Satellite Feature"|"St Catherine of Alexandria; Greek theologian, philosopher (unkn-c 307)"|-19.2726|20.7324
"Catharina P"|"Satellite Feature"|"St Catherine of Alexandria; Greek theologian, philosopher (unkn-c 307)"|-17.2844|23.3213
"Catharina S"|"Satellite Feature"|"St Catherine of Alexandria; Greek theologian, philosopher (unkn-c 307)"|-18.9158|23.3731
"Cauchy"|"Crater"|"Augustin Louis; French mathematician (1789-1857)"|9.5561|38.6261
"Cauchy A"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|12.0737|37.8648
"Cauchy B"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|9.6993|35.8338
"Cauchy C"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|8.157|38.8567
"Cauchy D"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|10.0224|40.2938
"Cauchy E"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|8.8323|38.5652
"Cauchy F"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|9.5492|36.8005
"Cauchy M"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|7.6177|35.0475
"Cauchy U"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|8.7913|42.2831
"Cauchy V"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|8.9592|41.444
"Cauchy W"|"Satellite Feature"|"Augustin Louis; French mathematician (1789-1857)"|10.5699|41.6698
"Cavalerius"|"Crater"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|5.0973|-66.928
"Cavalerius A"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|4.4973|-69.6849
"Cavalerius B"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|5.973|-71.1234
"Cavalerius C"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|5.8425|-69.3155
"Cavalerius D"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|8.6598|-68.4673
"Cavalerius E"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|7.6706|-70.0545
"Cavalerius F"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|8.1102|-65.3926
"Cavalerius K"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|10.2916|-69.3825
"Cavalerius L"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|10.4565|-70.2511
"Cavalerius M"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|10.3506|-71.6257
"Cavalerius U"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|10.0828|-67.5519
"Cavalerius W"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|6.9367|-67.3996
"Cavalerius X"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|9.2135|-66.7035
"Cavalerius Y"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|10.6949|-69.9099
"Cavalerius Z"|"Satellite Feature"|"Cavalieri, Buonaventura; Italian mathematician (1598-1647)"|11.0504|-69.6694
"Cavendish"|"Crater"|"Henry; British chemist, physicist (1731-1810)"|-24.6251|-53.7833
"Cavendish A"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-24.0167|-52.8288
"Cavendish B"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-23.2687|-55.1947
"Cavendish E"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-25.4258|-54.271
"Cavendish F"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-26.1391|-54.1624
"Cavendish L"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-21.7082|-53.7661
"Cavendish M"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-21.9737|-53.9137
"Cavendish N"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-22.0736|-54.4849
"Cavendish P"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-24.1617|-51.6806
"Cavendish S"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-23.7578|-52.5106
"Cavendish T"|"Satellite Feature"|"Henry; British chemist, physicist (1731-1810)"|-24.7558|-55.2162
"Caventou"|"Crater"|"Joseph-Bienaimé; French chemist, pharmacologist (1795-1877)"|29.7437|-29.3776
"Cayley"|"Crater"|"Arthur; British astronomer, mathematician (1821-1895)"|3.9379|15.0896
"Celsius"|"Crater"|"Anders; Swedish astronomer (1701-1744)"|-34.098|20.0456
"Celsius A"|"Satellite Feature"|"Anders; Swedish astronomer (1701-1744)"|-32.9746|20.4862
"Celsius B"|"Satellite Feature"|"Anders; Swedish astronomer (1701-1744)"|-34.6489|19.6282
"Celsius D"|"Satellite Feature"|"Anders; Swedish astronomer (1701-1744)"|-34.7558|19.0738
"Celsius E"|"Satellite Feature"|"Anders; Swedish astronomer (1701-1744)"|-32.9188|20.0378
"Celsius H"|"Satellite Feature"|"Anders; Swedish astronomer (1701-1744)"|-33.8445|20.1088
"Censorinus"|"Crater"|"Roman astronomer (fl AD 238)"|-0.4169|32.6907
"Censorinus A"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-0.426|32.9949
"Censorinus B"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-2.0199|31.4431
"Censorinus C"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-3.0923|34.1547
"Censorinus D"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-1.9468|35.8645
"Censorinus E"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-3.5827|34.8374
"Censorinus H"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-1.8378|33.6641
"Censorinus J"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-1.0357|31.3342
"Censorinus K"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-1.0247|28.8548
"Censorinus L"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-2.7661|31.2269
"Censorinus N"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-1.9271|36.5978
"Censorinus S"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-3.8237|36.1891
"Censorinus T"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-3.2217|31.1612
"Censorinus U"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-1.5061|34.4407
"Censorinus V"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-0.6465|35.4483
"Censorinus W"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-1.0216|37.4886
"Censorinus X"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-0.594|37.1923
"Censorinus Z"|"Satellite Feature"|"Roman astronomer (fl AD 238)"|-3.6785|36.7991
"Cepheus"|"Crater"|"Mythological astronomer, father of Andromeda"|40.681|45.7806
"Cepheus A"|"Satellite Feature"|"Mythological astronomer, father of Andromeda"|41.0351|46.5071
"Chacornac"|"Crater"|"Jean; French astronomer (1823-1873)"|29.884|31.6669
"Chacornac A"|"Satellite Feature"|"Jean; French astronomer (1823-1873)"|29.8221|31.5781
"Chacornac B"|"Satellite Feature"|"Jean; French astronomer (1823-1873)"|28.9428|31.9113
"Chacornac C"|"Satellite Feature"|"Jean; French astronomer (1823-1873)"|30.7801|32.5795
"Chacornac D"|"Satellite Feature"|"Jean; French astronomer (1823-1873)"|30.7296|33.6258
"Chacornac E"|"Satellite Feature"|"Jean; French astronomer (1823-1873)"|29.4543|33.8097
"Chacornac F"|"Satellite Feature"|"Jean; French astronomer (1823-1873)"|29.1296|33.0534
"Chadwick"|"Crater"|"Sir James; British physicist (1891-1974)"|-52.852|-101.342
"Chaffee"|"Crater"|"Roger Bruce; American aeronautic engineer, astronaut (1935-1967)"|-39.065|-154.629
"Chaffee F"|"Satellite Feature"|"Roger Bruce; American aeronautic engineer, astronaut (1935-1967)"|-39.0262|-153.112
"Chaffee S"|"Satellite Feature"|"Roger Bruce; American aeronautic engineer, astronaut (1935-1967)"|-39.7662|-157.493
"Chaffee W"|"Satellite Feature"|"Roger Bruce; American aeronautic engineer, astronaut (1935-1967)"|-38.4809|-156.122
"Challis"|"Crater"|"James; British astronomer, mathematician, physicist (1803-1882)"|79.5799|9.0856
"Challis A"|"Satellite Feature"|"James; British astronomer, mathematician, physicist (1803-1882)"|77.2742|1.9763
"Chalonge"|"Crater"|"Daniel; French astronomer (1895-1977)"|-20.4391|-116.349
"Chamberlin"|"Crater"|"Thomas Chrowder; American geologist (1843-1928)"|-58.8339|96.0379
"Chamberlin D"|"Satellite Feature"|"Thomas Chrowder; American geologist (1843-1928)"|-57.0539|102.41
"Chamberlin H"|"Satellite Feature"|"Thomas Chrowder; American geologist (1843-1928)"|-59.6286|99.9778
"Chamberlin R"|"Satellite Feature"|"Thomas Chrowder; American geologist (1843-1928)"|-59.936|92.6192
"Champollion"|"Crater"|"Jean-François; French Egyptologist (1790-1832)"|37.3917|175.029
"Champollion A"|"Satellite Feature"|"Jean-François; French Egyptologist (1790-1832)"|41.0624|177.222
"Champollion F"|"Satellite Feature"|"Jean-François; French Egyptologist (1790-1832)"|37.1921|177.837
"Champollion K"|"Satellite Feature"|"Jean-François; French Egyptologist (1790-1832)"|36.3464|176.305
"Champollion Y"|"Satellite Feature"|"Jean-François; French Egyptologist (1790-1832)"|40.669|174.636
"Chandler"|"Crater"|"Seth Carlo; American astronomer (1846-1913)"|43.646|171.76
"Chandler G"|"Satellite Feature"|"Seth Carlo; American astronomer (1846-1913)"|43.2276|175.709
"Chandler P"|"Satellite Feature"|"Seth Carlo; American astronomer (1846-1913)"|41.5382|170.154
"Chandler Q"|"Satellite Feature"|"Seth Carlo; American astronomer (1846-1913)"|41.0061|169.299
"Chandler U"|"Satellite Feature"|"Seth Carlo; American astronomer (1846-1913)"|45.4235|166.803
"Chang Heng"|"Crater"|"Chinese astronomer (78-139)"|18.9038|112.215
"Chang Heng C"|"Satellite Feature"|"Chinese astronomer (78-139)"|20.3753|113.931
"Chang Ngo"|"Crater"|"Chinese female name"|-12.6871|-2.165
"Chant"|"Crater"|"Clarence Augustus; Canadian astronomer, physicist (1865-1956)"|-40.1352|-109.459
"Chaplygin"|"Crater"|"Sergei Alekseevich; Soviet mathematician, engineer (1869-1942)"|-5.7649|150.237
"Chaplygin B"|"Satellite Feature"|"Sergei Alekseevich; Soviet mathematician, engineer (1869-1942)"|-4.08|151.69
"Chaplygin K"|"Satellite Feature"|"Sergei Alekseevich; Soviet mathematician, engineer (1869-1942)"|-7.6783|151.357
"Chaplygin Q"|"Satellite Feature"|"Sergei Alekseevich; Soviet mathematician, engineer (1869-1942)"|-7.6358|147.906
"Chaplygin Y"|"Satellite Feature"|"Sergei Alekseevich; Soviet mathematician, engineer (1869-1942)"|-2.7126|149.64
"Chapman"|"Crater"|"Sydney; British geophysicist (1888-1970)"|50.0915|-100.471
"Chapman D"|"Satellite Feature"|"Sydney; British geophysicist (1888-1970)"|51.2499|-96.8128
"Chapman M"|"Satellite Feature"|"Sydney; British geophysicist (1888-1970)"|48.6323|-100.577
"Chapman V"|"Satellite Feature"|"Sydney; British geophysicist (1888-1970)"|50.9068|-104.29
"Chappe"|"Crater"|"d'Auteroche, Jean-Baptiste; French astronomer (1728-1769)"|-61.2913|-91.2403
"Chappell"|"Crater"|"James Frederick; American astronomer (1891-1964)"|54.5317|-176.77
"Chappell E"|"Satellite Feature"|"James Frederick; American astronomer (1891-1964)"|55.3977|-171.188
"Chappell T"|"Satellite Feature"|"James Frederick; American astronomer (1891-1964)"|54.5103|179.062
"Charles"|"Crater"|"French male name"|29.8968|-26.3656
"Charlier"|"Crater"|"Carl Wilhelm Ludwig; Swedish astronomer (1862-1934)"|36.2197|-131.691
"Charlier Z"|"Satellite Feature"|"Carl Wilhelm Ludwig; Swedish astronomer (1862-1934)"|39.1128|-131.755
"Chaucer"|"Crater"|"Geoffrey; British writer, astronomer (c 1340-1400)"|3.386|-140.707
"Chaucer B"|"Satellite Feature"|"Geoffrey; British writer, astronomer (c 1340-1400)"|6.2233|-137.87
"Chaucer P"|"Satellite Feature"|"Geoffrey; British writer, astronomer (c 1340-1400)"|1.3708|-141.914
"Chauvenet"|"Crater"|"William; American astronomer, mathematician (1820-1870)"|-11.636|137.198
"Chauvenet C"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-10.4781|138.176
"Chauvenet D"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-10.742|139.949
"Chauvenet E"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-11.332|140.819
"Chauvenet G"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-12.6412|141.126
"Chauvenet J"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-14.2055|139.513
"Chauvenet L"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-13.3101|137.777
"Chauvenet P"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-14.494|136.218
"Chauvenet Q"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-13.384|135.92
"Chauvenet S"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-12.2895|134.415
"Chauvenet U"|"Satellite Feature"|"William; American astronomer, mathematician (1820-1870)"|-11.1082|135.466
"Chawla"|"Crater"|"Kalpana; American astronaut, Space Shuttle Columbia Mission Specialist (1961-2003)"|-42.4784|-147.485
"Chebyshev"|"Crater"|"Pafnuty Lvovich; Russian mathematician (1821-1894)"|-34.0106|-132.883
"Chebyshev C"|"Satellite Feature"|"Pafnuty Lvovich; Russian mathematician (1821-1894)"|-30.292|-127.508
"Chebyshev N"|"Satellite Feature"|"Pafnuty Lvovich; Russian mathematician (1821-1894)"|-37.7485|-134.672
"Chebyshev U"|"Satellite Feature"|"Pafnuty Lvovich; Russian mathematician (1821-1894)"|-33.2944|-137.097
"Chebyshev V"|"Satellite Feature"|"Pafnuty Lvovich; Russian mathematician (1821-1894)"|-33.5304|-133.994
"Chebyshev Z"|"Satellite Feature"|"Pafnuty Lvovich; Russian mathematician (1821-1894)"|-28.73|-132.68
"Chernyshev"|"Crater"|"Nikolaj Gavrilovich; Soviet rocketry engineer (1906-1963)"|47.0115|174.408
"Chernyshev B"|"Satellite Feature"|"Nikolaj Gavrilovich; Soviet rocketry engineer (1906-1963)"|48.2985|176.011
"Chevallier"|"Crater"|"Temple; British astronomer (1794-1873)"|45.0093|51.5726
"Chevallier B"|"Satellite Feature"|"Temple; British astronomer (1794-1873)"|45.1548|51.9576
"Chevallier F"|"Satellite Feature"|"Temple; British astronomer (1794-1873)"|46.2023|56.5972
"Chevallier K"|"Satellite Feature"|"Temple; British astronomer (1794-1873)"|43.5157|50.8619
"Chevallier M"|"Satellite Feature"|"Temple; British astronomer (1794-1873)"|46.0422|51.1646
"China Chang'e 1 (2009)"|"Rovers and Landers"|"https://nssdcgsfcnasagov/planetary/lunar/cnsa_moon_futurehtml"|-1.5|52.36
"China Chang'e-3 & Yutu (2013)"|"Rovers and Landers"|"http://lrocseseasuedu/posts/724"|44.1214|-19.5117
"China Chang'e-4 & Yutu-2 (2019)"|"Rovers and Landers"|"https://wwwlrocasuedu/posts/1087"|-45.457|177.589
"China Chang'e-5 (2020)"|"Rovers and Landers"|"https://nssdcgsfcnasagov/planetary/lunar/cnsa_moon_futurehtml"|43.099|-51.837
"Ching Te"|"Crater"|"Chinese male name"|20.0195|29.9681
"Chladni"|"Crater"|"Ernst Florens Friedrich; German physicist (1756-1827)"|3.9869|1.1172
"Chretien"|"Crater"|"Henri; French mathematician, astronomer (1870-1956)"|-46.1145|162.991
"Chretien A"|"Satellite Feature"|"Henri; French mathematician, astronomer (1870-1956)"|-43.391|163.145
"Chretien C"|"Satellite Feature"|"Henri; French mathematician, astronomer (1870-1956)"|-44.7644|165.419
"Chretien S"|"Satellite Feature"|"Henri; French mathematician, astronomer (1870-1956)"|-46.6555|160.384
"Chretien W"|"Satellite Feature"|"Henri; French mathematician, astronomer (1870-1956)"|-44.5538|160.844
"Cichus"|"Crater"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-33.2877|-21.1825
"Cichus A"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-34.8235|-21.5194
"Cichus B"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-33.1949|-19.3788
"Cichus C"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-33.5742|-21.8644
"Cichus F"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-35.6814|-22.5163
"Cichus G"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-35.5002|-23.6109
"Cichus H"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-32.8087|-22.4951
"Cichus J"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-32.0452|-21.3693
"Cichus K"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-36.6294|-20.0452
"Cichus N"|"Satellite Feature"|"Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327)"|-30.583|-21.7424
"Cinco"|"Landing site name"|"Astronaut-named feature, Apollo 16 site"|-9.1|15.5164
"Clairaut"|"Crater"|"Alexis Claude; French mathematician (1713-1765)"|-47.8361|13.8618
"Clairaut A"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-49.0533|14.7536
"Clairaut B"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-48.3566|12.6386
"Clairaut C"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-48.1659|13.3857
"Clairaut D"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-47.4288|14.1907
"Clairaut E"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-46.4818|12.5024
"Clairaut F"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-45.7775|14.3536
"Clairaut G"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-47.2633|11.637
"Clairaut H"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-49.1189|12.1065
"Clairaut J"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-45.8089|12.758
"Clairaut K"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-49.7808|13.9112
"Clairaut M"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-46.2588|13.7565
"Clairaut P"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-49.0938|11.7141
"Clairaut R"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-47.9908|15.8358
"Clairaut S"|"Satellite Feature"|"Alexis Claude; French mathematician (1713-1765)"|-47.5121|16.3232
"Clark"|"Crater"|"Alvan; American astronomer (1804-1887); Alvan G; American astronomer, optician (1832-1897)"|-38.6746|119.348
"Clark F"|"Satellite Feature"|"Alvan; American astronomer (1804-1887); Alvan G; American astronomer, optician (1832-1897)"|-38.6484|123.067
"Clausius"|"Crater"|"Rudolf Julius Emmanuel; German physicist (1822-1888)"|-36.903|-43.9347
"Clausius A"|"Satellite Feature"|"Rudolf Julius Emmanuel; German physicist (1822-1888)"|-36.3159|-43.9128
"Clausius B"|"Satellite Feature"|"Rudolf Julius Emmanuel; German physicist (1822-1888)"|-36.0604|-40.2375
"Clausius BA"|"Satellite Feature"|"Rudolf Julius Emmanuel; German physicist (1822-1888)"|-35.7488|-40.0834
